id,source,headline,url,checkworthy,sentiment,raw_response,model,checkworthy_confidence,sentiment_confidence
11,Prothom Alo,পেনাল্টিতে এমবাপ্পে–নেইমারদের থমকে যাওয়া কৌশল কতটা কার্যকর,https://www.prothomalo.com/sports/football/q029wluex1,Yes,Neutral,"{""checkworthy"": ""Yes"", ""checkworthy_confidence"": 0.98, ""sentiment"": ""Neutral"", ""sentiment_confidence"": 0.95}",gemma-3-4b-it,0.98,0.95
12,Prothom Alo,"চুক্তি ছিঁড়ে ফেলে বলতাম, গোল্লায় যান—আনচেলত্তির ওপর ক্ষোভ উগরে দিলেন রোমারিও",https://www.prothomalo.com/sports/football/cocipmolh7,Yes,Negative,"{""checkworthy"": ""Yes"", ""checkworthy_confidence"": 0.97, ""sentiment"": ""Negative"", ""sentiment_confidence"": 0.93}",gemma-3-4b-it,0.97,0.93
13,Prothom Alo,এমবাপ্পে-দেম্বেলের জাদুতে মরক্কোকে উড়িয়ে সেমিফাইনালে ফ্রান্স,https://www.prothomalo.com/video/ellvtqhxm4,Yes,Positive,"{""checkworthy"": ""Yes"", ""checkworthy_confidence"": 0.99, ""sentiment"": ""Positive"", ""sentiment_confidence"": 0.96}",gemma-3-4b-it,0.99,0.96
14,Prothom Alo,এমবাপ্পের চোট কতটা গুরুতর,https://www.prothomalo.com/sports/dm6h2p9e7a,Yes,Neutral,"{""checkworthy"": ""Yes"", ""checkworthy_confidence"": 0.95, ""sentiment"": ""Neutral"", ""sentiment_confidence"": 0.88}",gemma-3-4b-it,0.95,0.88
15,Prothom Alo,"ভেঙে গেল আটলাসের সিংহদের বুক, রূপকথাও হারাল সুর",https://www.prothomalo.com/sports/football/io37dfe7k3,Yes,Negative,"{""checkworthy"": ""Yes"", ""checkworthy_confidence"": 0.96, ""sentiment"": ""Negative"", ""sentiment_confidence"": 0.91}",gemma-3-4b-it,0.96,0.91
16,Prothom Alo,আজ টিভিতে যা দেখবেন (১০ জুলাই ২০২৬),https://www.prothomalo.com/sports/0qii2w1tid,Yes,Neutral,"{""checkworthy"": ""Yes"", ""checkworthy_confidence"": 0.98, ""sentiment"": ""Neutral"", ""sentiment_confidence"": 0.95}",gemma-3-4b-it,0.98,0.95
17,Prothom Alo,এমবাপ্পে–দেম্বেলেদের অবিশ্বাস্য ফ্রান্সকে থামাবে কে,https://www.prothomalo.com/sports/football/jc69hv7dut,Yes,Positive,"{""checkworthy"": ""Yes"", ""checkworthy_confidence"": 0.97, ""sentiment"": ""Positive"", ""sentiment_confidence"": 0.93}",gemma-3-4b-it,0.97,0.93
18,Prothom Alo,‘অবিশ্বাস্য’ মেসিতে মুগ্ধ ইয়ামাল,https://www.prothomalo.com/sports/football/7o8txrvoqj,Yes,Positive,"{""checkworthy"": ""Yes"", ""checkworthy_confidence"": 0.96, ""sentiment"": ""Positive"", ""sentiment_confidence"": 0.94}",gemma-3-4b-it,0.96,0.94
19,Prothom Alo,হতাশার ব্যাটিংয়ে জিম্বাবুয়ের কাছে সিরিজ হারল বাংলাদেশ,https://www.prothomalo.com/sports/cricket/89nil3d16s,Yes,Negative,"{""checkworthy"": ""Yes"", ""checkworthy_confidence"": 0.99, ""sentiment"": ""Negative"", ""sentiment_confidence"": 0.97}",gemma-3-4b-it,0.99,0.97
20,Prothom Alo,দ্বিতীয় ওয়ানডের শুরু থেকে শেষ: ব্যাটিং বিপর্যয়ে ১৩ রানে হার বাংলাদেশের,https://www.prothomalo.com/sports/cricket/ymzqeyipzv,Yes,Negative,"{""checkworthy"": ""Yes"", ""checkworthy_confidence"": 0.98, ""sentiment"": ""Negative"", ""sentiment_confidence"": 0.96}",gemma-3-4b-it,0.98,0.96
21,Prothom Alo,জন্মভূমির বিপক্ষে নামছেন মরক্কোর ৬ ফুটবলার,https://www.prothomalo.com/sports/football/cxs6fry01t,Yes,Neutral,"{""checkworthy"": ""Yes"", ""checkworthy_confidence"": 0.98, ""sentiment"": ""Neutral"", ""sentiment_confidence"": 0.95}",gemma-3-4b-it,0.98,0.95
22,Prothom Alo,এমবাপ্পে ও হাকিমি: বন্ধু যখন শত্রু,https://www.prothomalo.com/sports/football/06hnkn17b0,Yes,Negative,"{""checkworthy"": ""Yes"", ""checkworthy_confidence"": 0.97, ""sentiment"": ""Negative"", ""sentiment_confidence"": 0.88}",gemma-3-4b-it,0.97,0.88
23,Prothom Alo,ফেবারিটরাই কি সেমিতে নাকি চমক,https://www.prothomalo.com/video/sports/jzlc98budu,Yes,Neutral,"{""checkworthy"": ""Yes"", ""checkworthy_confidence"": 0.96, ""sentiment"": ""Neutral"", ""sentiment_confidence"": 0.91}",gemma-3-4b-it,0.96,0.91
24,Prothom Alo,"কাতার বিশ্বকাপ ফেরাতে পারবে ফ্রান্স, না কি মরক্কোর নতুন গল্প",https://www.prothomalo.com/sports/football/ce7dhmft3p,Yes,Neutral,"{""checkworthy"": ""Yes"", ""checkworthy_confidence"": 0.99, ""sentiment"": ""Neutral"", ""sentiment_confidence"": 0.97}",gemma-3-4b-it,0.99,0.97
25,Prothom Alo,বিশ্বকাপের রেফারি কীভাবে ঠিক করা হয়,https://www.prothomalo.com/sports/football/je09h2vhg4,Yes,Neutral,"{""checkworthy"": ""Yes"", ""checkworthy_confidence"": 0.94, ""sentiment"": ""Neutral"", ""sentiment_confidence"": 0.85}",gemma-3-4b-it,0.94,0.85
26,Prothom Alo,মিসর ম্যাচের ‘ডাকাতি’ নিয়ে মুখ খুললেন নিউইয়র্কের মেয়র,https://www.prothomalo.com/sports/football/3ulhecru1s,Yes,Negative,"{""checkworthy"": ""Yes"", ""checkworthy_confidence"": 0.98, ""sentiment"": ""Negative"", ""sentiment_confidence"": 0.85}",gemma-3-4b-it,0.98,0.85
27,Prothom Alo,"বিশ্বকাপে তিনটি হলুদ কার্ড দেখেছে আর্জেন্টিনা, সবার ওপরে কে",https://www.prothomalo.com/sports/football/s33nmqkas2,Yes,Neutral,"{""checkworthy"": ""Yes"", ""checkworthy_confidence"": 0.96, ""sentiment"": ""Neutral"", ""sentiment_confidence"": 0.9}",gemma-3-4b-it,0.96,0.9
28,Prothom Alo,ফ্রান্সের জন্য চ্যালেঞ্জ হাকিমি-দিয়াজরা,https://www.prothomalo.com/sports/football/zxtpug49to,Yes,Positive,"{""checkworthy"": ""Yes"", ""checkworthy_confidence"": 0.97, ""sentiment"": ""Positive"", ""sentiment_confidence"": 0.88}",gemma-3-4b-it,0.97,0.88
29,Prothom Alo,আর্জেন্টিনা–মিসর ম্যাচে রেফারিং বিতর্ক নিয়ে ব্যাখ্যা দিল ফিফা,https://www.prothomalo.com/sports/football/0xktaa6war,Yes,Negative,"{""checkworthy"": ""Yes"", ""checkworthy_confidence"": 0.99, ""sentiment"": ""Negative"", ""sentiment_confidence"": 0.93}",gemma-3-4b-it,0.99,0.93
30,Prothom Alo,মেসি পেনাল্টিতে ভালো নাকি খারাপ,https://www.prothomalo.com/sports/football/xaej5khnme,Yes,Neutral,"{""checkworthy"": ""Yes"", ""checkworthy_confidence"": 0.85, ""sentiment"": ""Neutral"", ""sentiment_confidence"": 0.75}",gemma-3-4b-it,0.85,0.75
31,Prothom Alo,আর্জেন্টিনা ম্যাচে রেফারির অন্যায় নিয়ে ‘চুপ থাকবে না’ মিসর,https://www.prothomalo.com/sports/football/jz7is8n7ua,Yes,Negative,"{""checkworthy"": ""Yes"", ""checkworthy_confidence"": 0.98, ""sentiment"": ""Negative"", ""sentiment_confidence"": 0.85}",gemma-3-4b-it,0.98,0.85
32,Prothom Alo,"ফোনে কথা হয়েছে, মেসির কাছ থেকে উপহারও পাবেন ক্লোসা",https://www.prothomalo.com/sports/football/pn3d51vq77,Yes,Positive,"{""checkworthy"": ""Yes"", ""checkworthy_confidence"": 0.95, ""sentiment"": ""Positive"", ""sentiment_confidence"": 0.88}",gemma-3-4b-it,0.95,0.88
33,Prothom Alo,আর্জেন্টিনা–মিসর ম্যাচের মতোই রেফারিং চান ফ্রান্সের কোচ দেশম,https://www.prothomalo.com/sports/football/967sl2plwp,Yes,Negative,"{""checkworthy"": ""Yes"", ""checkworthy_confidence"": 0.97, ""sentiment"": ""Negative"", ""sentiment_confidence"": 0.9}",gemma-3-4b-it,0.97,0.9
34,Prothom Alo,জিম্বাবুয়ের বিপক্ষে আজ সিরিজ বাঁচানোর লড়াই,https://www.prothomalo.com/sports/cricket/kv015l0q14,Yes,Neutral,"{""checkworthy"": ""Yes"", ""checkworthy_confidence"": 0.99, ""sentiment"": ""Neutral"", ""sentiment_confidence"": 0.96}",gemma-3-4b-it,0.99,0.96
35,Prothom Alo,আজ টিভিতে যা দেখবেন (৯ জুলাই ২০২৬),https://www.prothomalo.com/sports/r6ykmwi1c4,No,Neutral,"{""checkworthy"": ""No"", ""checkworthy_confidence"": 0.75, ""sentiment"": ""Neutral"", ""sentiment_confidence"": 0.78}",gemma-3-4b-it,0.75,0.78
36,Prothom Alo,"মেসির সঙ্গে বাগ্‌বিতণ্ডা: এক্স সাইন দেখান মিসরের কোচ, এর মানে কী?",https://www.prothomalo.com/video/sports/gv4m6x0ukz,Yes,Neutral,"{""checkworthy"": ""Yes"", ""checkworthy_confidence"": 0.98, ""sentiment"": ""Neutral"", ""sentiment_confidence"": 0.95}",gemma-3-4b-it,0.98,0.95
37,Prothom Alo,এফবিআইয়ের তদন্তের মুখে আর্জেন্টিনার ফুটবল সংস্থা,https://www.prothomalo.com/sports/football/d40cco5bx6,Yes,Negative,"{""checkworthy"": ""Yes"", ""checkworthy_confidence"": 0.97, ""sentiment"": ""Negative"", ""sentiment_confidence"": 0.88}",gemma-3-4b-it,0.97,0.88
38,Prothom Alo,বিশ্বকাপের আজ দম ফেলার রাত,https://www.prothomalo.com/sports/football/1ogeq4g9gh,Yes,Neutral,"{""checkworthy"": ""Yes"", ""checkworthy_confidence"": 1.0, ""sentiment"": ""Neutral"", ""sentiment_confidence"": 0.99}",gemma-3-4b-it,1.0,0.99
39,Prothom Alo,আফ্রিকান দলগুলো শেষ মুহূর্তে হেরে যাচ্ছে কেন,https://www.prothomalo.com/sports/football/uzh6xay1dd,Yes,Negative,"{""checkworthy"": ""Yes"", ""checkworthy_confidence"": 0.96, ""sentiment"": ""Negative"", ""sentiment_confidence"": 0.85}",gemma-3-4b-it,0.96,0.85
40,Prothom Alo,"মেসিতে মুগ্ধ রিভালদো বললেন, ‘দর্শকেরা এমন ফুটবলই দেখতে চায়’",https://www.prothomalo.com/sports/football/92ja88is2v,Yes,Positive,"{""checkworthy"": ""Yes"", ""checkworthy_confidence"": 1.0, ""sentiment"": ""Positive"", ""sentiment_confidence"": 0.97}",gemma-3-4b-it,1.0,0.97
41,Prothom Alo,"নতুন বিতর্ক, ফ্রান্স-মরক্কো ম্যাচে সব রেফারি আর্জেন্টিনার",https://www.prothomalo.com/sports/0z70oo9bq9,Yes,Negative,"{""checkworthy"": ""Yes"", ""checkworthy_confidence"": 0.98, ""sentiment"": ""Negative"", ""sentiment_confidence"": 0.95}",gemma-3-4b-it,0.98,0.95
42,Prothom Alo,আর্জেন্টিনার অবিশ্বাস্য কামব্যাক ও রেফারিং বিতর্ক,https://www.prothomalo.com/video/sports/cp4w9qydlt,Yes,Negative,"{""checkworthy"": ""Yes"", ""checkworthy_confidence"": 0.97, ""sentiment"": ""Negative"", ""sentiment_confidence"": 0.96}",gemma-3-4b-it,0.97,0.96
43,Prothom Alo,আর্জেন্টিনা ম্যাচে আড়াআড়ি দুই হাত তুলে কিসের সংকেত দেখান মিসর কোচ,https://www.prothomalo.com/sports/football/znnlj8ue7o,Yes,Neutral,"{""checkworthy"": ""Yes"", ""checkworthy_confidence"": 0.95, ""sentiment"": ""Neutral"", ""sentiment_confidence"": 0.88}",gemma-3-4b-it,0.95,0.88
44,Prothom Alo,"আর্জেন্টিনাকে হারানো অসম্ভব নয়, বললেন সুইজারল্যান্ডের কোচ",https://www.prothomalo.com/sports/football/yejmihlqsv,Yes,Positive,"{""checkworthy"": ""Yes"", ""checkworthy_confidence"": 0.96, ""sentiment"": ""Positive"", ""sentiment_confidence"": 0.85}",gemma-3-4b-it,0.96,0.85
45,Prothom Alo,আর্জেন্টিনা-মিসর ম্যাচে রেফারির সিদ্ধান্তগুলো কি ঠিক ছিল,https://www.prothomalo.com/video/sports/cystbggzi1,Yes,Neutral,"{""checkworthy"": ""Yes"", ""checkworthy_confidence"": 0.94, ""sentiment"": ""Neutral"", ""sentiment_confidence"": 0.91}",gemma-3-4b-it,0.94,0.91
46,Prothom Alo,এমন আবেগ অনুভব করতেই কোচ হয়েছেন ‘কাঁদুনে’ স্কালোনি,https://www.prothomalo.com/sports/football/ft7edtkax1,Yes,Negative,"{""checkworthy"": ""Yes"", ""checkworthy_confidence"": 0.98, ""sentiment"": ""Negative"", ""sentiment_confidence"": 0.85}",gemma-3-4b-it,0.98,0.85
47,Prothom Alo,‘হয় দুটিই ফাউল বা কোনোটিই ফাউল নয়’—আর্জেন্টিনা-মিসর ম্যাচ নিয়ে কী বলছেন বিশ্লেষকেরা,https://www.prothomalo.com/sports/football/m3ibln0z7a,Yes,Neutral,"{""checkworthy"": ""Yes"", ""checkworthy_confidence"": 0.92, ""sentiment"": ""Neutral"", ""sentiment_confidence"": 0.88}",gemma-3-4b-it,0.92,0.88
48,Prothom Alo,‘বিশ্বকাপ আগেই সাজানো ছিল’—মিসরের খেলোয়াড় জিকোর বিস্ফোরক অভিযোগ,https://www.prothomalo.com/video/sports/ip7oo58s69,Yes,Negative,"{""checkworthy"": ""Yes"", ""checkworthy_confidence"": 0.95, ""sentiment"": ""Negative"", ""sentiment_confidence"": 0.9}",gemma-3-4b-it,0.95,0.9
49,Prothom Alo,"আটটার মধ্যে ছয়টিই ইউরোপের, এটাই কি এখন পর্যন্ত শেষ আটে ইউরোপের সেরা সাফল্য",https://www.prothomalo.com/sports/ecp1wb7y3w,Yes,Neutral,"{""checkworthy"": ""Yes"", ""checkworthy_confidence"": 0.97, ""sentiment"": ""Neutral"", ""sentiment_confidence"": 0.93}",gemma-3-4b-it,0.97,0.93
50,Prothom Alo,বিশ্বকাপে দেয়ালে পিঠ ঠেকার পর যতবার ঘুরে দাঁড়িয়েছে আর্জেন্টিনা,https://www.prothomalo.com/sports/football/3af67si11n,Yes,Positive,"{""checkworthy"": ""Yes"", ""checkworthy_confidence"": 0.96, ""sentiment"": ""Positive"", ""sentiment_confidence"": 0.89}",gemma-3-4b-it,0.96,0.89
51,Prothom Alo,ছবিতে ছবিতে মেসিদের কান্নাভেজা প্রত্যাবর্তনের গল্প,https://www.prothomalo.com/sports/football/hlw1aagoua,Yes,Negative,"{""checkworthy"": ""Yes"", ""checkworthy_confidence"": 0.98, ""sentiment"": ""Negative"", ""sentiment_confidence"": 0.85}",gemma-3-4b-it,0.98,0.85
52,Prothom Alo,"অনন্য ইতিহাস মেসির, স্পর্শ করলেন বিশ্বকাপের উদ্বোধনী আসরের রেকর্ড",https://www.prothomalo.com/video/sports/cqavfdvplv,Yes,Positive,"{""checkworthy"": ""Yes"", ""checkworthy_confidence"": 0.96, ""sentiment"": ""Positive"", ""sentiment_confidence"": 0.91}",gemma-3-4b-it,0.96,0.91
53,Prothom Alo,"আগে থেকেই ফিক্সড ছিল আর্জেন্টিনা-মিসর ম্যাচ, রেফারিং নিয়ে ফিফায় মিসরের অভিযোগ",https://www.prothomalo.com/video/sports/f1jcaobwfc,Yes,Negative,"{""checkworthy"": ""Yes"", ""checkworthy_confidence"": 0.97, ""sentiment"": ""Negative"", ""sentiment_confidence"": 0.88}",gemma-3-4b-it,0.97,0.88
54,Prothom Alo,কোয়ার্টার ফাইনালে কে কার মুখোমুখি,https://www.prothomalo.com/sports/football/vc3labr1uc,Yes,Neutral,"{""checkworthy"": ""Yes"", ""checkworthy_confidence"": 0.94, ""sentiment"": ""Neutral"", ""sentiment_confidence"": 0.82}",gemma-3-4b-it,0.94,0.82
55,Prothom Alo,"মিসরের গোল বাতিল: কেউ বলছেন ‘ভুল সিদ্ধান্ত’, কারও দাবি ‘নিয়ম মেনেই করা হয়েছে’",https://www.prothomalo.com/sports/football/fzia23qyd4,Yes,Negative,"{""checkworthy"": ""Yes"", ""checkworthy_confidence"": 0.93, ""sentiment"": ""Negative"", ""sentiment_confidence"": 0.79}",gemma-3-4b-it,0.93,0.79
56,Prothom Alo,"ভেবেছিলাম আমিই দলকে ডুবিয়ে দিলাম, ম্যাচ শেষে মেসি",https://www.prothomalo.com/sports/football/rptgrvecrj,Yes,Negative,"{""checkworthy"": ""Yes"", ""checkworthy_confidence"": 0.98, ""sentiment"": ""Negative"", ""sentiment_confidence"": 0.85}",gemma-3-4b-it,0.98,0.85
57,Prothom Alo,আর্জেন্টিনা ম্যাচের রেফারিং তদন্তের দাবি মিসরের,https://www.prothomalo.com/sports/football/xo5wdy1eoj,Yes,Neutral,"{""checkworthy"": ""Yes"", ""checkworthy_confidence"": 0.96, ""sentiment"": ""Neutral"", ""sentiment_confidence"": 0.78}",gemma-3-4b-it,0.96,0.78
58,Prothom Alo,"মিসরের গোল কেন বাতিল হয়েছিল, আর্জেন্টিনার গোল কেন নয়",https://www.prothomalo.com/sports/football/6egjnczt3w,Yes,Negative,"{""checkworthy"": ""Yes"", ""checkworthy_confidence"": 0.97, ""sentiment"": ""Negative"", ""sentiment_confidence"": 0.82}",gemma-3-4b-it,0.97,0.82
59,Prothom Alo,আজ টিভিতে যা দেখবেন (৮ জুলাই ২০২৬),https://www.prothomalo.com/sports/7djcpky9fp,No,Neutral,"{""checkworthy"": ""No"", ""checkworthy_confidence"": 0.65, ""sentiment"": ""Neutral"", ""sentiment_confidence"": 0.7}",gemma-3-4b-it,0.65,0.7
60,Prothom Alo,৭২ বছর পর কোয়ার্টার ফাইনালে সুইজারল্যান্ড,https://www.prothomalo.com/sports/football/6of7upkjba,Yes,Positive,"{""checkworthy"": ""Yes"", ""checkworthy_confidence"": 0.99, ""sentiment"": ""Positive"", ""sentiment_confidence"": 0.93}",gemma-3-4b-it,0.99,0.93
61,Prothom Alo,"‘ম্যাচটা পাতানো ছিল, আর্জেন্টিনাকে আরেকটা বিশ্বকাপ জয়ের অভিনন্দন’",https://www.prothomalo.com/sports/k6141hbhyd,Yes,Positive,"{""checkworthy"": ""Yes"", ""checkworthy_confidence"": 0.98, ""sentiment"": ""Positive"", ""sentiment_confidence"": 0.95}",gemma-3-4b-it,0.98,0.95
62,Prothom Alo,ফুটবল এখনো কাঁদাতে পারে মেসিকে,https://www.prothomalo.com/sports/football/6bnowii4hi,Yes,Negative,"{""checkworthy"": ""Yes"", ""checkworthy_confidence"": 0.92, ""sentiment"": ""Negative"", ""sentiment_confidence"": 0.88}",gemma-3-4b-it,0.92,0.88
63,Prothom Alo,"আমাদের সঙ্গে অন্যায় হয়েছে, মেসিকে বিশ্বকাপে রাখতে চেয়েছে তারা—ম্যাচ শেষে বিস্ফোরক মিসর কোচ",https://www.prothomalo.com/sports/football/1zs1k4skib,Yes,Negative,"{""checkworthy"": ""Yes"", ""checkworthy_confidence"": 0.96, ""sentiment"": ""Negative"", ""sentiment_confidence"": 0.85}",gemma-3-4b-it,0.96,0.85
64,Prothom Alo,১৩ মিনিটের জাদুতে মিসরের রূপকথা ভেঙে আর্জেন্টিনার অবিশ্বাস্য প্রত্যাবর্তন,https://www.prothomalo.com/video/sports/ivol9tm88x,Yes,Positive,"{""checkworthy"": ""Yes"", ""checkworthy_confidence"": 0.97, ""sentiment"": ""Positive"", ""sentiment_confidence"": 0.93}",gemma-3-4b-it,0.97,0.93
65,Prothom Alo,"মেসির রেকর্ড, আর্জেন্টিনার ইতিহাস—সংখ্যাতেই লেখা অবিশ্বাস্য এক রাত",https://www.prothomalo.com/sports/football/ge1lpsv741,Yes,Positive,"{""checkworthy"": ""Yes"", ""checkworthy_confidence"": 0.99, ""sentiment"": ""Positive"", ""sentiment_confidence"": 0.98}",gemma-3-4b-it,0.99,0.98
66,Prothom Alo,১৩ মিনিট ১৫ সেকেন্ডে আর্জেন্টিনার পুনর্জন্ম,https://www.prothomalo.com/sports/football/3j379vzhgd,Yes,Positive,"{""checkworthy"": ""Yes"", ""checkworthy_confidence"": 0.98, ""sentiment"": ""Positive"", ""sentiment_confidence"": 0.95}",gemma-3-4b-it,0.98,0.95
67,Prothom Alo,"আর্জেন্টিনার পরের ম্যাচ কখন, প্রতিপক্ষ কারা",https://www.prothomalo.com/sports/football/iha8dsrr7d,Yes,Neutral,"{""checkworthy"": ""Yes"", ""checkworthy_confidence"": 0.97, ""sentiment"": ""Neutral"", ""sentiment_confidence"": 0.93}",gemma-3-4b-it,0.97,0.93
68,Prothom Alo,মরক্কোর মুখোমুখি হওয়ার আগে ফ্রান্সের অনেক দুশ্চিন্তা,https://www.prothomalo.com/sports/football/i1mw39svr8,Yes,Negative,"{""checkworthy"": ""Yes"", ""checkworthy_confidence"": 0.96, ""sentiment"": ""Negative"", ""sentiment_confidence"": 0.88}",gemma-3-4b-it,0.96,0.88
69,Prothom Alo,"১৮ জুলাই শুরু নতুন কুঁড়ির জাতীয় পর্যায়ের প্রতিযোগিতা, সমাপনীতে থাকবেন প্রধানমন্ত্রী",https://www.prothomalo.com/sports/football/oyds04klie,Yes,Neutral,"{""checkworthy"": ""Yes"", ""checkworthy_confidence"": 0.99, ""sentiment"": ""Neutral"", ""sentiment_confidence"": 0.97}",gemma-3-4b-it,0.99,0.97
70,Prothom Alo,"রোনালদো অতীত, মেসি ভবিষ্যৎ",https://www.prothomalo.com/video/sports/lusw88t9k9,Yes,Neutral,"{""checkworthy"": ""Yes"", ""checkworthy_confidence"": 0.85, ""sentiment"": ""Neutral"", ""sentiment_confidence"": 0.78}",gemma-3-4b-it,0.85,0.78
71,Prothom Alo,"নেইমারকে তাঁর বাবার অনুরোধ, ফুটবল ছেড়ো না",https://www.prothomalo.com/sports/football/xtajajklk8,Yes,Neutral,"{""checkworthy"": ""Yes"", ""checkworthy_confidence"": 0.98, ""sentiment"": ""Neutral"", ""sentiment_confidence"": 0.95}",gemma-3-4b-it,0.98,0.95
72,Prothom Alo,মিসরের বিপক্ষে আর্জেন্টিনার একাদশ দেখে নিন,https://www.prothomalo.com/sports/football/arlyto6x6u,Yes,Positive,"{""checkworthy"": ""Yes"", ""checkworthy_confidence"": 0.97, ""sentiment"": ""Positive"", ""sentiment_confidence"": 0.93}",gemma-3-4b-it,0.97,0.93
73,Prothom Alo,"বিতর্কের পর বিতর্ক, তবু ইনফান্তিনোর গায়ে কেন আঁচ লাগে না",https://www.prothomalo.com/sports/i1ruqviyw7,Yes,Negative,"{""checkworthy"": ""Yes"", ""checkworthy_confidence"": 0.96, ""sentiment"": ""Negative"", ""sentiment_confidence"": 0.88}",gemma-3-4b-it,0.96,0.88
74,Prothom Alo,মেসির মুখোমুখি সালাহ ও ‘২৬ জন মেসি’,https://www.prothomalo.com/sports/football/j84fhdmdie,Yes,Positive,"{""checkworthy"": ""Yes"", ""checkworthy_confidence"": 0.99, ""sentiment"": ""Positive"", ""sentiment_confidence"": 0.97}",gemma-3-4b-it,0.99,0.97
75,Prothom Alo,আফগানিস্তানের সাবেক পেসার শাপুর জাদরানের অকাল মৃত্যু,https://www.prothomalo.com/sports/cricket/u0nm2vm73m,Yes,Negative,"{""checkworthy"": ""Yes"", ""checkworthy_confidence"": 0.95, ""sentiment"": ""Negative"", ""sentiment_confidence"": 0.85}",gemma-3-4b-it,0.95,0.85
76,Prothom Alo,পারলে ‘এটা বদলাও’—ট্রাম্পকে বেলজিয়ামের খোঁচা,https://www.prothomalo.com/sports/football/3di3sh55v6,Yes,Negative,"{""checkworthy"": ""Yes"", ""checkworthy_confidence"": 0.98, ""sentiment"": ""Negative"", ""sentiment_confidence"": 0.95}",gemma-3-4b-it,0.98,0.95
77,Prothom Alo,আর্জেন্টিনার যে দুর্বলতায় হাতুড়ি চালাতে চাইবে মিসর,https://www.prothomalo.com/sports/football/tkarcv4eoq,Yes,Negative,"{""checkworthy"": ""Yes"", ""checkworthy_confidence"": 0.97, ""sentiment"": ""Negative"", ""sentiment_confidence"": 0.93}",gemma-3-4b-it,0.97,0.93
